#    L    TT             EE             BB             TE             PP             TP             EP          
   995   0.104025E+04   0.442127E+02   0.000000E+00  -0.171530E+02   0.670356E-08   0.241071E-05   0.693551E-06
   996   0.103738E+04   0.441840E+02   0.000000E+00  -0.186602E+02   0.669259E-08   0.237207E-05   0.693086E-06
   997   0.103467E+04   0.441487E+02   0.000000E+00  -0.201630E+02   0.668165E-08   0.233370E-05   0.692558E-06
   998   0.103211E+04   0.441070E+02   0.000000E+00  -0.216606E+02   0.667074E-08   0.229562E-05   0.691966E-06
   999   0.102971E+04   0.440589E+02   0.000000E+00  -0.231522E+02   0.665985E-08   0.225782E-05   0.691310E-06
  1000   0.102746E+04   0.440044E+02   0.000000E+00  -0.246373E+02   0.664898E-08   0.222030E-05   0.690591E-06
  1001   0.102534E+04   0.439434E+02   0.000000E+00  -0.261151E+02   0.663815E-08   0.218307E-05   0.689809E-06
  1002   0.102339E+04   0.438759E+02   0.000000E+00  -0.275849E+02   0.662734E-08   0.214612E-05   0.688965E-06
  1003   0.102158E+04   0.438020E+02   0.000000E+00  -0.290459E+02   0.661655E-08   0.210947E-05   0.688059E-06
  1004   0.101991E+04   0.437217E+02   0.000000E+00  -0.304975E+02   0.660579E-08   0.207310E-05   0.687091E-06
  1005   0.101838E+04   0.436348E+02   0.000000E+00  -0.319389E+02   0.659506E-08   0.203702E-05   0.686061E-06
  1006   0.101700E+04   0.435417E+02   0.000000E+00  -0.333699E+02   0.658436E-08   0.200123E-05   0.684969E-06
  1007   0.101575E+04   0.434424E+02   0.000000E+00  -0.347899E+02   0.657367E-08   0.196574E-05   0.683817E-06
  1008   0.101464E+04   0.433371E+02   0.000000E+00  -0.361989E+02   0.656302E-08   0.193054E-05   0.682604E-06
  1009   0.101367E+04   0.432260E+02   0.000000E+00  -0.375963E+02   0.655239E-08   0.189563E-05   0.681330E-06
  1010   0.101283E+04   0.431092E+02   0.000000E+00  -0.389820E+02   0.654179E-08   0.186102E-05   0.679995E-06
  1011   0.101213E+04   0.429868E+02   0.000000E+00  -0.403554E+02   0.653121E-08   0.182670E-05   0.678601E-06
  1012   0.101155E+04   0.428589E+02   0.000000E+00  -0.417165E+02   0.652065E-08   0.179268E-05   0.677147E-06
  1013   0.101110E+04   0.427256E+02   0.000000E+00  -0.430646E+02   0.651013E-08   0.175896E-05   0.675633E-06
  1014   0.101080E+04   0.425867E+02   0.000000E+00  -0.443994E+02   0.649962E-08   0.172553E-05   0.674060E-06
  1015   0.101061E+04   0.424423E+02   0.000000E+00  -0.457202E+02   0.648915E-08   0.169241E-05   0.672428E-06
  1016   0.101055E+04   0.422922E+02   0.000000E+00  -0.470269E+02   0.647870E-08   0.165958E-05   0.670737E-06
  1017   0.101063E+04   0.421364E+02   0.000000E+00  -0.483188E+02   0.646827E-08   0.162705E-05   0.668988E-06
  1018   0.101083E+04   0.419748E+02   0.000000E+00  -0.495954E+02   0.645787E-08   0.159483E-05   0.667181E-06
  1019   0.101115E+04   0.418075E+02   0.000000E+00  -0.508564E+02   0.644749E-08   0.156291E-05   0.665315E-06
  1020   0.101160E+04   0.416343E+02   0.000000E+00  -0.521010E+02   0.643714E-08   0.153129E-05   0.663392E-06
  1021   0.101217E+04   0.414558E+02   0.000000E+00  -0.533284E+02   0.642681E-08   0.149998E-05   0.661412E-06
  1022   0.101286E+04   0.412719E+02   0.000000E+00  -0.545381E+02   0.641651E-08   0.146898E-05   0.659374E-06
  1023   0.101365E+04   0.410827E+02   0.000000E+00  -0.557293E+02   0.640623E-08   0.143827E-05   0.657279E-06
  1024   0.101456E+04   0.408885E+02   0.000000E+00  -0.569012E+02   0.639598E-08   0.140788E-05   0.655128E-06
  1025   0.101556E+04   0.406895E+02   0.000000E+00  -0.580531E+02   0.638575E-08   0.137780E-05   0.652920E-06
  1026   0.101668E+04   0.404858E+02   0.000000E+00  -0.591845E+02   0.637555E-08   0.134802E-05   0.650657E-06
  1027   0.101789E+04   0.402773E+02   0.000000E+00  -0.602953E+02   0.636537E-08   0.131855E-05   0.648337E-06
  1028   0.101920E+04   0.400643E+02   0.000000E+00  -0.613856E+02   0.635522E-08   0.128940E-05   0.645962E-06
  1029   0.102063E+04   0.398467E+02   0.000000E+00  -0.624553E+02   0.634508E-08   0.126056E-05   0.643532E-06
  1030   0.102214E+04   0.396246E+02   0.000000E+00  -0.635046E+02   0.633498E-08   0.123203E-05   0.641046E-06
  1031   0.102375E+04   0.393981E+02   0.000000E+00  -0.645337E+02   0.632490E-08   0.120381E-05   0.638506E-06
  1032   0.102545E+04   0.391673E+02   0.000000E+00  -0.655423E+02   0.631484E-08   0.117591E-05   0.635911E-06
  1033   0.102726E+04   0.389321E+02   0.000000E+00  -0.665307E+02   0.630481E-08   0.114832E-05   0.633262E-06
  1034   0.102916E+04   0.386927E+02   0.000000E+00  -0.674981E+02   0.629480E-08   0.112105E-05   0.630559E-06
  1035   0.103115E+04   0.384494E+02   0.000000E+00  -0.684440E+02   0.628481E-08   0.109409E-05   0.627802E-06
  1036   0.103323E+04   0.382020E+02   0.000000E+00  -0.693678E+02   0.627485E-08   0.106746E-05   0.624992E-06
  1037   0.103537E+04   0.379509E+02   0.000000E+00  -0.702687E+02   0.626491E-08   0.104114E-05   0.622129E-06
  1038   0.103761E+04   0.376962E+02   0.000000E+00  -0.711463E+02   0.625499E-08   0.101515E-05   0.619213E-06
  1039   0.103993E+04   0.374379E+02   0.000000E+00  -0.719998E+02   0.624510E-08   0.989469E-06   0.616244E-06
  1040   0.104230E+04   0.371762E+02   0.000000E+00  -0.728286E+02   0.623524E-08   0.964115E-06   0.613222E-06
  1041   0.104476E+04   0.369112E+02   0.000000E+00  -0.736327E+02   0.622539E-08   0.939083E-06   0.610149E-06
  1042   0.104728E+04   0.366428E+02   0.000000E+00  -0.744120E+02   0.621557E-08   0.914375E-06   0.607023E-06
  1043   0.104986E+04   0.363711E+02   0.000000E+00  -0.751661E+02   0.620577E-08   0.889991E-06   0.603846E-06
  1044   0.105251E+04   0.360962E+02   0.000000E+00  -0.758958E+02   0.619600E-08   0.865932E-06   0.600618E-06
  1045   0.105522E+04   0.358179E+02   0.000000E+00  -0.766001E+02   0.618625E-08   0.842200E-06   0.597339E-06
  1046   0.105800E+04   0.355365E+02   0.000000E+00  -0.772799E+02   0.617652E-08   0.818795E-06   0.594009E-06
  1047   0.106083E+04   0.352519E+02   0.000000E+00  -0.779345E+02   0.616682E-08   0.795717E-06   0.590628E-06
  1048   0.106372E+04   0.349641E+02   0.000000E+00  -0.785637E+02   0.615713E-08   0.772969E-06   0.587197E-06
  1049   0.106666E+04   0.346737E+02   0.000000E+00  -0.791670E+02   0.614748E-08   0.750550E-06   0.583716E-06
  1050   0.106966E+04   0.343806E+02   0.000000E+00  -0.797457E+02   0.613784E-08   0.728462E-06   0.580185E-06
  1051   0.107270E+04   0.340852E+02   0.000000E+00  -0.802992E+02   0.612823E-08   0.706705E-06   0.576605E-06
  1052   0.107578E+04   0.337875E+02   0.000000E+00  -0.808266E+02   0.611864E-08   0.685280E-06   0.572976E-06
  1053   0.107891E+04   0.334878E+02   0.000000E+00  -0.813280E+02   0.610907E-08   0.664184E-06   0.569299E-06
  1054   0.108208E+04   0.331864E+02   0.000000E+00  -0.818035E+02   0.609953E-08   0.643417E-06   0.565575E-06
  1055   0.108528E+04   0.328832E+02   0.000000E+00  -0.822536E+02   0.609000E-08   0.622979E-06   0.561804E-06
  1056   0.108852E+04   0.325785E+02   0.000000E+00  -0.826777E+02   0.608050E-08   0.602869E-06   0.557987E-06
  1057   0.109179E+04   0.322722E+02   0.000000E+00  -0.830751E+02   0.607103E-08   0.583086E-06   0.554126E-06
  1058   0.109509E+04   0.319645E+02   0.000000E+00  -0.834472E+02   0.606157E-08   0.563629E-06   0.550220E-06
  1059   0.109841E+04   0.316555E+02   0.000000E+00  -0.837926E+02   0.605214E-08   0.544497E-06   0.546270E-06
  1060   0.110177E+04   0.313453E+02   0.000000E+00  -0.841112E+02   0.604273E-08   0.525691E-06   0.542277E-06
  1061   0.110514E+04   0.310340E+02   0.000000E+00  -0.844045E+02   0.603334E-08   0.507208E-06   0.538242E-06
  1062   0.110854E+04   0.307217E+02   0.000000E+00  -0.846703E+02   0.602397E-08   0.489048E-06   0.534166E-06
  1063   0.111195E+04   0.304085E+02   0.000000E+00  -0.849109E+02   0.601463E-08   0.471210E-06   0.530049E-06
  1064   0.111537E+04   0.300945E+02   0.000000E+00  -0.851247E+02   0.600531E-08   0.453695E-06   0.525891E-06
  1065   0.111880E+04   0.297799E+02   0.000000E+00  -0.853118E+02   0.599601E-08   0.436500E-06   0.521695E-06
  1066   0.112225E+04   0.294647E+02   0.000000E+00  -0.854736E+02   0.598673E-08   0.419625E-06   0.517460E-06
  1067   0.112570E+04   0.291490E+02   0.000000E+00  -0.856087E+02   0.597747E-08   0.403070E-06   0.513187E-06
  1068   0.112916E+04   0.288330E+02   0.000000E+00  -0.857177E+02   0.596824E-08   0.386833E-06   0.508878E-06
  1069   0.113261E+04   0.285168E+02   0.000000E+00  -0.858007E+02   0.595903E-08   0.370914E-06   0.504531E-06
  1070   0.113608E+04   0.282005E+02   0.000000E+00  -0.858578E+02   0.594984E-08   0.355312E-06   0.500149E-06
  1071   0.113953E+04   0.278843E+02   0.000000E+00  -0.858888E+02   0.594067E-08   0.340026E-06   0.495733E-06
  1072   0.114299E+04   0.275682E+02   0.000000E+00  -0.858946E+02   0.593152E-08   0.325055E-06   0.491282E-06
  1073   0.114642E+04   0.272525E+02   0.000000E+00  -0.858744E+02   0.592239E-08   0.310400E-06   0.486797E-06
  1074   0.114986E+04   0.269372E+02   0.000000E+00  -0.858289E+02   0.591329E-08   0.296058E-06   0.482280E-06
  1075   0.115327E+04   0.266225E+02   0.000000E+00  -0.857581E+02   0.590421E-08   0.282030E-06   0.477731E-06
  1076   0.115668E+04   0.263085E+02   0.000000E+00  -0.856614E+02   0.589514E-08   0.268314E-06   0.473151E-06
  1077   0.116007E+04   0.259952E+02   0.000000E+00  -0.855401E+02   0.588610E-08   0.254910E-06   0.468540E-06
  1078   0.116344E+04   0.256829E+02   0.000000E+00  -0.853944E+02   0.587709E-08   0.241816E-06   0.463900E-06
  1079   0.116678E+04   0.253716E+02   0.000000E+00  -0.852233E+02   0.586809E-08   0.229033E-06   0.459230E-06
  1080   0.117011E+04   0.250615E+02   0.000000E+00  -0.850285E+02   0.585911E-08   0.216559E-06   0.454532E-06
  1081   0.117341E+04   0.247527E+02   0.000000E+00  -0.848085E+02   0.585015E-08   0.204394E-06   0.449806E-06
  1082   0.117668E+04   0.244452E+02   0.000000E+00  -0.845646E+02   0.584122E-08   0.192536E-06   0.445053E-06
  1083   0.117992E+04   0.241392E+02   0.000000E+00  -0.842970E+02   0.583230E-08   0.180986E-06   0.440275E-06
  1084   0.118312E+04   0.238349E+02   0.000000E+00  -0.840057E+02   0.582341E-08   0.169742E-06   0.435471E-06
  1085   0.118630E+04   0.235323E+02   0.000000E+00  -0.836913E+02   0.581454E-08   0.158803E-06   0.430642E-06
  1086   0.118943E+04   0.232314E+02   0.000000E+00  -0.833524E+02   0.580569E-08   0.148169E-06   0.425789E-06
  1087   0.119253E+04   0.229324E+02   0.000000E+00  -0.829912E+02   0.579686E-08   0.137840E-06   0.420913E-06
  1088   0.119558E+04   0.226355E+02   0.000000E+00  -0.826070E+02   0.578805E-08   0.127813E-06   0.416015E-06
  1089   0.119858E+04   0.223408E+02   0.000000E+00  -0.821998E+02   0.577926E-08   0.118089E-06   0.411094E-06
  1090   0.120155E+04   0.220482E+02   0.000000E+00  -0.817703E+02   0.577049E-08   0.108667E-06   0.406153E-06
  1091   0.120446E+04   0.217580E+02   0.000000E+00  -0.813192E+02   0.576174E-08   0.995452E-07   0.401191E-06
  1092   0.120733E+04   0.214702E+02   0.000000E+00  -0.808459E+02   0.575301E-08   0.907239E-07   0.396210E-06
  1093   0.121014E+04   0.211851E+02   0.000000E+00  -0.803518E+02   0.574430E-08   0.822020E-07   0.391210E-06
  1094   0.121291E+04   0.209026E+02   0.000000E+00  -0.798362E+02   0.573561E-08   0.739788E-07   0.386192E-06
  1095   0.121562E+04   0.206229E+02   0.000000E+00  -0.793005E+02   0.572695E-08   0.660535E-07   0.381156E-06
  1096   0.121827E+04   0.203462E+02   0.000000E+00  -0.787440E+02   0.571830E-08   0.584252E-07   0.376103E-06
  1097   0.122086E+04   0.200725E+02   0.000000E+00  -0.781675E+02   0.570967E-08   0.510933E-07   0.371035E-06
  1098   0.122340E+04   0.198018E+02   0.000000E+00  -0.775716E+02   0.570107E-08   0.440570E-07   0.365952E-06
  1099   0.122587E+04   0.195344E+02   0.000000E+00  -0.769565E+02   0.569248E-08   0.373155E-07   0.360854E-06
  1100   0.122829E+04   0.192703E+02   0.000000E+00  -0.763228E+02   0.568391E-08   0.308681E-07   0.355742E-06
  1101   0.123064E+04   0.190095E+02   0.000000E+00  -0.756698E+02   0.567536E-08   0.247136E-07   0.350617E-06
  1102   0.123292E+04   0.187521E+02   0.000000E+00  -0.749990E+02   0.566684E-08   0.188504E-07   0.345480E-06
  1103   0.123513E+04   0.184984E+02   0.000000E+00  -0.743097E+02   0.565833E-08   0.132760E-07   0.340330E-06
  1104   0.123728E+04   0.182482E+02   0.000000E+00  -0.736031E+02   0.564984E-08   0.798849E-08   0.335169E-06
  1105   0.123936E+04   0.180018E+02   0.000000E+00  -0.728794E+02   0.564137E-08   0.298561E-08   0.329998E-06
  1106   0.124136E+04   0.177591E+02   0.000000E+00  -0.721390E+02   0.563292E-08  -0.173478E-08   0.324815E-06
  1107   0.124330E+04   0.175202E+02   0.000000E+00  -0.713822E+02   0.562449E-08  -0.617484E-08   0.319623E-06
  1108   0.124515E+04   0.172853E+02   0.000000E+00  -0.706096E+02   0.561608E-08  -0.103367E-07   0.314421E-06
  1109   0.124694E+04   0.170545E+02   0.000000E+00  -0.698214E+02   0.560769E-08  -0.142226E-07   0.309211E-06
  1110   0.124864E+04   0.168278E+02   0.000000E+00  -0.690182E+02   0.559932E-08  -0.178346E-07   0.303992E-06
  1111   0.125027E+04   0.166054E+02   0.000000E+00  -0.682004E+02   0.559097E-08  -0.211749E-07   0.298765E-06
  1112   0.125182E+04   0.163870E+02   0.000000E+00  -0.673682E+02   0.558264E-08  -0.242457E-07   0.293531E-06
  1113   0.125330E+04   0.161731E+02   0.000000E+00  -0.665224E+02   0.557433E-08  -0.270491E-07   0.288289E-06
  1114   0.125469E+04   0.159636E+02   0.000000E+00  -0.656631E+02   0.556603E-08  -0.295873E-07   0.283042E-06
  1115   0.125600E+04   0.157586E+02   0.000000E+00  -0.647910E+02   0.555776E-08  -0.318623E-07   0.277788E-06
  1116   0.125723E+04   0.155581E+02   0.000000E+00  -0.639064E+02   0.554950E-08  -0.338765E-07   0.272530E-06
  1117   0.125838E+04   0.153621E+02   0.000000E+00  -0.630098E+02   0.554127E-08  -0.356320E-07   0.267266E-06
  1118   0.125944E+04   0.151709E+02   0.000000E+00  -0.621015E+02   0.553305E-08  -0.371308E-07   0.261998E-06
  1119   0.126042E+04   0.149844E+02   0.000000E+00  -0.611822E+02   0.552485E-08  -0.383752E-07   0.256726E-06
  1120   0.126131E+04   0.148026E+02   0.000000E+00  -0.602520E+02   0.551667E-08  -0.393673E-07   0.251451E-06
  1121   0.126211E+04   0.146256E+02   0.000000E+00  -0.593116E+02   0.550851E-08  -0.401093E-07   0.246173E-06
  1122   0.126283E+04   0.144536E+02   0.000000E+00  -0.583614E+02   0.550037E-08  -0.406033E-07   0.240893E-06
  1123   0.126346E+04   0.142864E+02   0.000000E+00  -0.574017E+02   0.549225E-08  -0.408515E-07   0.235612E-06
  1124   0.126400E+04   0.141243E+02   0.000000E+00  -0.564330E+02   0.548414E-08  -0.408561E-07   0.230329E-06
  1125   0.126445E+04   0.139671E+02   0.000000E+00  -0.554559E+02   0.547605E-08  -0.406192E-07   0.225045E-06
  1126   0.126480E+04   0.138150E+02   0.000000E+00  -0.544707E+02   0.546799E-08  -0.401429E-07   0.219761E-06
  1127   0.126507E+04   0.136680E+02   0.000000E+00  -0.534782E+02   0.545994E-08  -0.394295E-07   0.214477E-06
  1128   0.126525E+04   0.135263E+02   0.000000E+00  -0.524787E+02   0.545191E-08  -0.384810E-07   0.209194E-06
  1129   0.126534E+04   0.133897E+02   0.000000E+00  -0.514727E+02   0.544390E-08  -0.372997E-07   0.203913E-06
  1130   0.126534E+04   0.132583E+02   0.000000E+00  -0.504608E+02   0.543590E-08  -0.358877E-07   0.198633E-06
  1131   0.126525E+04   0.131323E+02   0.000000E+00  -0.494434E+02   0.542793E-08  -0.342471E-07   0.193356E-06
  1132   0.126507E+04   0.130115E+02   0.000000E+00  -0.484211E+02   0.541997E-08  -0.323801E-07   0.188081E-06
  1133   0.126479E+04   0.128961E+02   0.000000E+00  -0.473942E+02   0.541203E-08  -0.302889E-07   0.182810E-06
  1134   0.126443E+04   0.127861E+02   0.000000E+00  -0.463633E+02   0.540411E-08  -0.279757E-07   0.177543E-06
  1135   0.126397E+04   0.126814E+02   0.000000E+00  -0.453287E+02   0.539621E-08  -0.254425E-07   0.172280E-06
  1136   0.126342E+04   0.125821E+02   0.000000E+00  -0.442909E+02   0.538832E-08  -0.226915E-07   0.167022E-06
  1137   0.126278E+04   0.124883E+02   0.000000E+00  -0.432505E+02   0.538046E-08  -0.197250E-07   0.161769E-06
  1138   0.126205E+04   0.123999E+02   0.000000E+00  -0.422077E+02   0.537261E-08  -0.165450E-07   0.156523E-06
  1139   0.126122E+04   0.123169E+02   0.000000E+00  -0.411631E+02   0.536478E-08  -0.131537E-07   0.151283E-06
  1140   0.126030E+04   0.122394E+02   0.000000E+00  -0.401173E+02   0.535696E-08  -0.955330E-08   0.146049E-06
  1141   0.125929E+04   0.121673E+02   0.000000E+00  -0.390706E+02   0.534917E-08  -0.574592E-08   0.140824E-06
  1142   0.125819E+04   0.121008E+02   0.000000E+00  -0.380235E+02   0.534139E-08  -0.173372E-08   0.135606E-06
  1143   0.125700E+04   0.120397E+02   0.000000E+00  -0.369766E+02   0.533363E-08   0.248114E-08   0.130397E-06
  1144   0.125571E+04   0.119841E+02   0.000000E+00  -0.359303E+02   0.532589E-08   0.689650E-08   0.125196E-06
  1145   0.125433E+04   0.119340E+02   0.000000E+00  -0.348850E+02   0.531817E-08   0.115102E-07   0.120006E-06
  1146   0.125286E+04   0.118894E+02   0.000000E+00  -0.338413E+02   0.531046E-08   0.163201E-07   0.114825E-06
  1147   0.125130E+04   0.118504E+02   0.000000E+00  -0.327996E+02   0.530277E-08   0.213240E-07   0.109655E-06
  1148   0.124965E+04   0.118168E+02   0.000000E+00  -0.317603E+02   0.529510E-08   0.265198E-07   0.104496E-06
  1149   0.124791E+04   0.117886E+02   0.000000E+00  -0.307239E+02   0.528745E-08   0.319053E-07   0.993485E-07
  1150   0.124608E+04   0.117659E+02   0.000000E+00  -0.296907E+02   0.527981E-08   0.374784E-07   0.942131E-07
  1151   0.124416E+04   0.117486E+02   0.000000E+00  -0.286614E+02   0.527219E-08   0.432368E-07   0.890903E-07
  1152   0.124215E+04   0.117368E+02   0.000000E+00  -0.276362E+02   0.526459E-08   0.491788E-07   0.839805E-07
  1153   0.124006E+04   0.117304E+02   0.000000E+00  -0.266157E+02   0.525700E-08   0.553021E-07   0.788841E-07
  1154   0.123787E+04   0.117294E+02   0.000000E+00  -0.256003E+02   0.524943E-08   0.616050E-07   0.738014E-07
  1155   0.123560E+04   0.117337E+02   0.000000E+00  -0.245904E+02   0.524188E-08   0.680853E-07   0.687328E-07
  1156   0.123324E+04   0.117435E+02   0.000000E+00  -0.235866E+02   0.523435E-08   0.747412E-07   0.636788E-07
  1157   0.123080E+04   0.117585E+02   0.000000E+00  -0.225890E+02   0.522683E-08   0.815707E-07   0.586396E-07
  1158   0.122828E+04   0.117788E+02   0.000000E+00  -0.215984E+02   0.521933E-08   0.885717E-07   0.536158E-07
  1159   0.122568E+04   0.118044E+02   0.000000E+00  -0.206151E+02   0.521185E-08   0.957423E-07   0.486076E-07
  1160   0.122299E+04   0.118352E+02   0.000000E+00  -0.196395E+02   0.520438E-08   0.103081E-06   0.436155E-07
  1161   0.122023E+04   0.118712E+02   0.000000E+00  -0.186720E+02   0.519693E-08   0.110585E-06   0.386399E-07
  1162   0.121739E+04   0.119123E+02   0.000000E+00  -0.177129E+02   0.518950E-08   0.118252E-06   0.336810E-07
  1163   0.121446E+04   0.119586E+02   0.000000E+00  -0.167627E+02   0.518208E-08   0.126082E-06   0.287394E-07
